id_customer,Mobile,Earphone,Watch,Jeans,Shirt
5806,0,1,0,0,0
5905,0,0,0,1,0
5919,0,0,1,0,0
5926,1,0,0,0,0
5986,0,1,0,0,0
5992,0,0,0,0,1
5999,0,1,0,0,0
6037,0,0,0,1,0
6085,1,0,0,0,0
6105,0,0,0,0,1
6151,0,0,0,0,1
6159,1,0,0,0,0
6190,0,1,0,0,0
6191,1,0,0,0,0
6231,0,1,0,0,0
6242,0,0,0,1,0
6280,0,0,0,0,1
6297,0,0,1,0,0
6308,0,0,0,1,0
6361,0,0,0,1,0
6388,0,1,0,0,0
6448,0,0,1,0,0
6458,0,1,0,0,0
6493,1,0,0,0,0
6497,0,0,0,1,0
6521,0,0,0,1,0
6525,0,0,0,1,0
6542,0,0,0,0,1
6589,0,0,1,0,0
6617,0,0,0,1,0
6640,1,0,0,0,0
6642,1,0,0,0,0
6666,1,0,0,0,0
6760,0,1,0,0,0
6769,0,0,1,0,0
6779,1,0,0,0,0
6787,0,0,1,0,0
6788,0,0,1,0,0
6801,0,1,0,0,0
6823,0,0,0,0,1
6830,0,0,0,1,0
6850,0,1,0,0,0
6925,0,1,0,0,0
6940,0,1,0,0,0
6946,0,0,0,1,0
6966,0,0,0,0,1
6968,0,0,0,1,0
6969,0,1,0,0,0
6999,1,0,0,0,0
7039,0,1,0,0,0
7048,0,0,0,0,1
7153,0,0,0,0,1
7236,0,1,0,0,0
7251,1,0,0,0,0
7279,0,1,0,0,0
7286,0,1,0,0,1
7295,1,0,0,0,0
7329,1,0,0,0,0
7435,1,0,0,0,0
7473,1,0,0,0,0
7474,0,0,1,0,0
7486,0,0,0,1,0
7487,0,0,1,0,0
7493,0,0,0,0,1
7533,1,0,0,0,0
7552,0,0,0,0,1
7567,0,0,0,0,1
7571,0,0,0,1,0
7606,0,0,0,1,0
7627,0,0,0,0,1
7712,0,0,0,1,0
7713,1,0,0,0,0
7714,0,1,0,0,0
7781,0,0,0,1,0
7796,0,1,0,0,0
7803,0,0,1,0,0
7826,0,0,1,0,0
7867,0,1,0,0,0
7874,0,1,0,0,0
7876,0,0,1,0,0
7886,0,0,1,0,0
7895,0,0,0,1,0
7906,0,1,0,0,0
7915,0,0,0,1,0
7940,0,0,0,0,1
7944,0,1,0,0,0
8015,0,1,0,0,0
8020,1,0,0,0,0
8028,0,0,0,1,0
8053,0,1,0,0,0
8057,0,0,0,0,1
8064,0,1,0,0,0
8082,1,0,0,0,0
8083,1,0,0,0,0
8104,1,0,0,0,0
8138,1,0,0,0,1
8182,0,0,0,1,0
8228,0,0,0,0,1
8283,1,0,0,0,0
8308,1,0,0,0,0
8319,0,1,0,0,0
8324,0,1,0,0,0
8351,0,1,0,0,0
8354,1,0,0,0,0
8361,0,0,0,0,1
8371,1,0,0,0,0
8376,0,0,0,0,1
8393,0,1,0,0,0
8417,0,0,0,0,1
8463,0,1,0,0,0
8475,0,0,0,0,1
8496,0,0,0,1,0
8499,1,1,0,0,0
8503,0,0,0,1,0
8582,1,0,0,0,0
8622,0,1,0,0,0
8634,1,0,0,0,0
8638,1,0,0,0,0
8678,0,0,1,0,0
8693,0,0,1,0,0
8697,1,0,0,0,0
8700,1,0,0,0,0
8737,1,0,0,0,0
8747,1,0,0,0,0
8787,0,0,1,0,0
8791,0,0,0,1,0
8839,0,0,0,1,0
8852,0,0,0,0,1
8856,0,0,0,1,0
8883,0,0,0,0,1
8916,0,0,0,1,0
8960,0,0,0,0,1
8988,0,0,0,0,1
8993,0,1,0,0,0
9000,0,1,0,0,0
9018,0,0,0,1,0
9034,0,0,0,0,1
9037,0,0,0,1,0
9042,0,1,0,0,0
9106,1,0,0,0,0
9108,0,0,1,0,0
9139,0,0,0,1,0
9180,1,0,0,0,0
9190,0,0,0,0,1
9239,0,1,0,0,0
9266,0,0,0,0,1
9291,0,1,0,0,0
9369,1,0,0,0,0
9378,0,0,1,0,0
9400,1,0,0,0,0
9406,1,0,0,0,0
9407,1,0,0,0,0
9458,0,1,0,1,0
9468,1,0,0,0,0
9470,0,0,0,1,0
9509,0,1,0,0,0
9523,0,1,0,0,0
9524,0,0,1,0,0
9525,0,0,0,0,1
9532,0,1,0,0,0
9535,0,1,0,0,0
9542,0,0,0,1,0
9560,0,0,1,0,0
9589,0,1,0,0,0
9604,0,0,0,1,0
9642,0,0,0,0,1
9646,0,1,0,0,0
9651,1,1,0,0,0
9704,0,0,0,0,1
9713,0,0,0,1,0
9720,0,0,1,0,0
9724,0,1,0,0,0
9755,0,0,1,0,0
9786,0,0,0,1,0
9788,1,0,0,0,0
9791,0,0,1,0,0
9793,0,0,0,0,1
9804,0,0,0,0,1
9819,1,0,0,0,0
9855,0,0,0,1,0
9872,0,1,0,0,0
9873,0,0,1,0,0
9887,1,0,0,0,0
9888,0,0,0,1,0
9897,0,0,1,1,0
9899,0,0,1,0,0
9912,0,0,1,0,0
9917,0,0,0,0,1
9919,0,0,0,1,0
9933,0,0,0,0,1
9967,0,0,0,0,1
10005,0,0,0,0,1
10011,0,0,0,0,1
10029,0,0,0,0,1
10050,0,0,0,1,0
10081,0,0,0,1,0
10123,0,1,0,0,0
10138,0,0,0,0,1
10162,0,1,0,0,0
10195,0,1,0,0,0
10205,0,0,1,0,0
10208,0,0,0,0,1
10246,0,1,0,0,0
10256,0,1,0,0,0
10275,0,0,0,0,1
10295,0,1,0,0,0
10312,0,0,1,0,0
10313,0,0,0,0,1
10328,0,0,0,0,1
10332,0,0,0,0,1
10341,0,0,0,0,1
10353,0,0,0,0,1
10355,0,0,0,1,0
10358,0,1,0,0,0
10359,0,0,0,1,0
10363,0,0,0,1,0
10368,0,0,0,0,1
10372,1,0,0,0,0
10413,0,1,0,0,0
10469,0,0,1,0,0
10490,0,0,0,0,1
10493,0,0,1,0,0
10502,0,0,1,0,0
10516,0,0,0,1,0
10519,0,0,0,0,1
10550,0,0,1,0,0
10582,0,0,0,1,0
10584,1,0,0,0,0
10603,1,0,0,0,0
10659,0,0,0,1,0
10674,1,0,0,0,0
10755,1,0,0,0,0
10766,0,1,0,0,0
10781,0,0,0,1,1
10823,0,1,0,0,0
10827,0,0,0,0,1
10844,0,1,0,0,0
10866,0,0,1,0,0
10897,0,0,0,0,1
10902,1,0,0,0,0
10914,1,0,0,0,0
10920,1,0,0,0,1
10927,0,0,0,0,1
10928,0,0,0,1,0
10936,0,1,0,0,0
10938,1,0,0,0,0
10941,0,0,0,1,0
10962,0,0,0,1,0
10986,0,1,0,0,0
10990,0,1,0,0,0
11032,1,0,0,0,0
11047,0,0,0,1,0
11057,0,0,1,0,0
11167,1,0,0,0,1
11189,0,1,0,0,0
11208,0,0,0,1,0
11293,0,0,1,0,0
11301,0,1,0,0,0
11317,0,0,0,0,1
11322,0,0,0,0,1
11328,0,1,0,0,0
11350,1,0,0,0,0
11353,0,0,0,1,0
11356,0,0,0,0,1
11365,0,1,0,0,0
11368,1,0,0,0,0
11371,0,1,0,1,0
11388,0,0,0,1,0
11391,0,0,1,0,0
11398,0,0,1,0,0
11400,0,0,1,0,0
11421,0,1,0,0,0
11434,1,0,0,0,0
11510,0,1,0,0,0
11516,0,1,0,0,0
11529,0,0,0,1,0
11545,0,0,1,0,0
11564,0,0,1,0,0
11572,1,0,0,0,0
11590,0,1,0,0,0
11593,0,0,0,0,1
11610,0,1,0,0,0
11626,0,0,0,1,0
11637,0,1,0,0,0
11638,0,0,0,0,1
11644,0,0,1,0,0
11659,0,0,0,1,0
11664,0,0,0,1,0
11678,0,0,1,0,1
11687,1,0,0,0,0
11756,0,0,0,1,0
11765,0,0,0,0,1
11775,1,0,0,0,0
11811,0,1,0,0,0
11827,0,0,0,0,1
11852,0,0,0,0,1
11861,0,0,0,1,0
11862,0,1,0,0,1
11874,0,0,0,1,0
11914,0,0,1,0,0
11916,0,1,0,0,0
11929,0,0,1,0,0
11931,0,0,1,0,0
11947,1,0,0,0,0
11948,0,1,0,0,0
11960,0,0,0,0,1
11978,1,0,0,0,0
11980,0,1,0,0,0
12032,0,0,0,1,0
12042,0,0,1,0,0
12059,0,0,0,0,1
12101,0,0,0,0,1
12134,0,1,0,0,0
12145,1,0,0,0,0
12168,1,0,0,0,0
12219,0,0,1,0,0
12269,0,1,0,0,0
12270,0,0,1,0,0
12272,0,0,0,0,1
12278,0,0,0,0,1
12325,0,0,0,0,1
12326,0,0,0,0,1
12331,0,1,0,0,0
12399,0,0,0,1,0
12426,0,0,1,0,0
12432,0,0,0,1,0
12446,0,0,0,1,0
12447,0,0,0,1,0
12469,0,0,0,0,1
12476,1,0,0,0,0
12484,0,0,0,2,0
12487,1,0,0,0,0
12493,0,0,0,0,1
12512,0,0,0,1,0
12524,0,0,0,0,1
12536,1,0,0,0,0
12561,0,1,0,0,0
12566,0,0,0,0,1
12572,0,0,0,1,0
12587,0,1,0,0,0
12594,1,0,0,0,0
12611,0,0,0,0,1
12616,0,0,1,0,0
12685,0,0,0,0,1
12693,0,1,0,0,0
12709,0,0,0,1,0
12714,0,1,0,0,0
12721,0,0,1,0,0
12740,0,0,0,0,1
12780,0,0,0,0,1
12787,1,0,0,0,0
12812,0,0,0,1,0
12814,1,0,0,0,0
12827,0,0,0,1,0
12843,0,1,0,0,0
12844,0,1,0,0,0
12864,0,1,0,0,0
12865,1,0,0,0,0
12867,0,1,0,0,0
12894,0,0,0,1,0
12895,0,0,0,1,0
12901,1,0,0,0,0
12909,0,0,1,0,0
12940,0,1,0,0,0
12943,0,0,0,1,0
12967,1,0,0,0,0
12987,0,0,0,0,1
12997,1,0,0,0,0
13005,0,0,0,1,0
13017,1,0,0,0,0
13024,0,0,0,0,1
13034,0,1,0,0,0
13042,0,1,0,0,0
13044,0,0,1,0,0
13078,0,0,0,1,0
13121,0,1,0,0,0
13128,0,1,0,0,0
13140,0,1,0,0,0
13152,0,0,0,0,1
13157,0,0,0,0,1
13161,1,0,0,0,0
13172,0,0,0,1,0
13195,0,1,0,0,0
13196,0,0,0,0,1
13200,0,0,0,1,0
13215,1,0,0,0,0
13217,0,0,0,1,0
13220,0,1,0,0,0
13229,0,0,1,0,0
13231,1,0,0,0,0
13234,1,0,0,0,0
13237,0,0,0,1,0
13243,0,0,0,1,0
13264,1,0,0,0,0
13268,1,0,0,0,0
13273,0,0,0,0,1
13278,0,0,0,0,1
13282,0,0,0,1,0
13294,1,0,0,0,0
13307,0,0,1,0,0
13338,0,0,0,1,0
13350,0,1,0,0,0
13378,1,0,0,0,0
13388,0,0,0,0,1
13397,0,0,0,1,0
13400,0,0,1,0,0
13408,0,0,0,0,1
13480,0,0,0,1,0
13484,0,1,0,0,0
13497,0,0,0,0,1
13501,0,1,0,0,0
13519,0,1,0,0,0
13544,0,0,0,0,1
13562,0,0,1,0,0
13585,0,0,0,0,1
13604,1,0,0,0,0
13609,0,0,1,0,0
13638,1,0,0,0,0
13651,1,0,0,0,0
13653,0,0,0,0,1
13667,0,0,0,0,1
13686,1,0,0,0,1
13687,1,0,0,0,0
13696,0,1,0,0,0
13709,0,0,0,0,1
13710,1,0,0,0,0
13722,0,0,1,0,0
13731,0,1,0,0,0
13742,1,0,0,0,0
13743,0,0,0,1,0
13759,1,0,0,0,0
13760,0,1,0,0,0
13773,0,1,0,0,0
13778,0,0,1,0,0
13794,0,0,0,1,0
13812,0,0,0,0,1
13830,0,0,0,1,0
13859,0,0,0,1,0
13894,0,0,0,0,1
13897,0,0,0,1,0
13922,0,1,0,0,0
13926,0,0,0,1,0
13928,0,1,0,0,0
13948,0,0,0,0,1
13965,0,0,0,0,1
13970,0,0,0,0,1
13988,0,0,0,0,1
13991,0,0,0,1,0
13995,0,1,0,0,0
14013,1,0,0,0,1
14029,0,1,0,0,0
14033,1,0,0,0,0
14058,0,1,0,0,0
14070,0,0,1,0,0
14071,0,0,0,1,0
14093,0,1,0,0,0
14103,0,0,0,0,1
14110,0,0,1,0,0
14128,0,1,0,0,0
14135,1,0,0,0,0
14160,0,0,0,1,0
14173,0,0,0,1,0
14183,1,0,0,0,0
14185,0,0,0,0,1
14201,0,1,0,0,0
14206,0,0,0,1,0
14209,1,0,0,0,0
14210,0,0,0,1,0
14214,0,0,0,0,1
14230,0,0,0,0,1
14232,0,1,0,0,0
14244,0,0,1,0,0
14257,0,0,0,1,0
14265,0,0,0,0,1
14269,0,0,0,0,1
14280,0,0,0,1,0
14290,0,1,0,0,0
14304,0,0,0,0,1
14318,0,0,0,1,0
14331,0,0,1,0,0
14342,0,0,0,1,0
14344,1,0,0,0,0
14347,0,0,0,1,0
14362,0,0,0,1,0
14375,0,0,0,1,0
14392,1,0,0,0,0
14395,0,1,0,0,0
14406,2,0,0,0,0
14430,0,1,0,0,0
14479,1,0,0,0,0
14480,0,0,0,1,0
14499,1,0,0,0,0
14531,1,0,0,0,0
14542,0,0,0,1,0
14543,0,1,0,0,0
14565,0,0,1,0,0
14592,0,0,0,0,1
14600,0,1,0,0,0
14605,1,0,0,0,1
14635,0,0,0,1,0
14647,0,0,0,0,1
14650,0,0,0,0,1
14661,0,1,0,0,0
14667,1,0,0,0,0
14668,1,0,0,0,0
14671,0,0,0,0,1
14673,1,0,0,0,0
14716,0,1,0,0,0
14730,0,0,0,1,0
14751,0,0,1,0,0
14768,0,0,0,1,0
14771,0,0,0,0,1
14795,0,0,0,0,1
14796,0,0,1,0,0
14799,0,0,0,1,0
14806,0,0,0,1,0
14821,0,1,0,0,0
14848,0,0,0,0,1
14851,1,0,0,0,0
14873,0,0,1,0,0
14875,0,0,1,0,0
14945,0,1,0,0,0
14966,0,1,0,0,0
14978,0,0,1,0,0
15032,0,0,0,0,1
15046,1,0,0,0,0
15052,0,1,0,0,0
15058,1,0,0,0,0
15081,1,0,0,0,0
15094,1,0,0,0,0
15110,0,1,0,0,0
15123,0,1,0,0,0
15130,1,0,0,0,0
15142,0,0,0,1,0
15157,0,0,0,1,0
15162,0,0,0,1,0
15168,0,1,0,0,0
15186,0,0,0,1,0
15188,0,0,0,0,1
15209,0,1,0,0,0
15224,1,0,0,0,0
15236,1,0,0,0,0
15237,0,0,1,0,0
15261,0,0,0,0,1
15285,0,0,0,0,1
15296,0,1,0,0,0
15318,1,0,0,0,0
15327,0,0,0,1,0
15331,0,0,1,0,0
15355,1,0,0,0,0
15358,0,1,0,0,0
15382,0,0,0,0,1
15409,0,0,0,1,0
15417,0,0,1,0,0
15439,0,0,0,0,1
15450,0,0,0,1,0
15458,0,0,1,0,0
15463,0,0,0,1,0
15473,0,1,0,0,0
15474,0,0,0,0,1
15478,1,0,0,0,0
15487,0,0,0,0,1
15495,0,0,0,1,0
15511,0,0,1,0,0
15516,0,0,0,1,0
15524,0,0,0,1,0
15525,1,0,0,0,0
15534,1,1,0,0,0
15536,0,0,0,0,1
15538,0,0,0,1,0
15545,0,0,0,0,1
15547,0,1,0,0,0
15551,0,0,0,1,0
15557,0,0,0,0,1
15561,0,1,0,0,0
15576,0,0,0,1,0
15581,0,0,0,1,0
15588,0,0,0,1,0
15594,0,0,0,0,1
15598,0,1,0,0,0
15605,0,0,0,0,1
15606,0,0,0,0,1
15607,0,1,0,0,0
15613,0,0,0,0,1
15630,0,0,0,1,0
15631,1,0,0,0,0
15659,0,0,0,0,1
15671,1,0,0,0,0
15689,0,0,0,1,0
15695,0,0,0,0,1
15726,0,0,1,0,0
15731,0,0,1,0,0
15754,0,1,0,0,0
15768,0,0,0,1,0
15782,1,0,0,0,0
15808,0,0,1,0,0
15822,0,1,0,0,0
15823,0,0,0,1,0
15828,0,0,0,1,0
15843,0,0,1,0,0
15851,0,1,0,0,0
15862,0,0,0,0,1
15870,0,0,0,0,1
15884,0,0,0,1,0
15887,0,0,0,0,1
15903,0,1,0,0,0
15905,0,0,1,0,0
15908,0,0,0,1,0
15919,0,0,0,0,1
15920,0,0,0,1,0
15925,0,1,0,1,0
15931,0,0,0,1,0
15950,0,0,0,1,0
15955,1,0,0,0,0
15964,0,0,0,0,1
15965,0,0,1,0,0
15970,0,0,0,1,0
15983,0,0,0,1,0
15990,1,0,0,0,0
15992,0,0,0,1,0
16012,0,0,1,0,0
16017,0,1,0,0,0
16021,0,0,1,0,0
16036,0,0,0,0,1
16042,0,0,1,0,0
16056,0,0,1,0,0
16062,1,0,0,0,0
16067,0,1,0,0,0
16071,0,1,0,0,0
16073,0,0,0,1,0
16079,0,0,0,1,0
16080,0,0,1,0,0
16087,0,0,0,0,1
16089,0,0,0,1,0
16091,0,0,0,1,0
16121,0,0,0,1,0
16168,1,0,0,0,0
16183,0,1,0,0,0
16200,0,0,0,0,1
16202,0,0,0,1,0
16212,1,0,0,0,0
16222,0,0,0,1,0
16237,1,0,0,0,0
16281,1,0,0,0,0
16310,0,0,0,0,1
16333,0,0,0,0,1
16337,0,0,0,1,0
16345,0,1,0,0,0
16363,0,1,0,0,0
16364,0,0,0,1,0
16376,1,0,0,0,0
16383,0,0,0,0,1
16390,0,0,1,0,0
16392,0,0,0,0,1
16413,1,0,0,0,0
16416,0,0,0,1,0
16422,0,1,0,0,0
16433,0,1,0,0,0
16452,0,0,0,1,0
16461,0,0,0,0,1
16463,0,0,0,1,0
16466,0,0,0,0,1
16470,0,0,0,0,1
16482,1,1,0,0,0
16489,0,0,0,1,0
16503,0,0,0,1,0
16512,1,0,0,0,0
16525,0,0,0,0,1
16528,0,0,0,1,0
16548,0,0,0,1,0
16556,1,0,0,0,0
16579,0,0,0,0,1
16583,1,0,0,0,0
16585,0,1,0,0,0
16591,1,0,0,0,0
16601,0,1,1,0,0
16614,0,0,0,0,1
16636,0,0,0,0,1
16662,1,0,0,0,0
16667,0,1,0,0,0
16672,1,0,0,0,0
16699,0,0,0,1,0
16702,0,1,0,0,0
16705,1,0,0,0,0
16709,0,0,0,1,0
16719,0,0,0,1,0
16730,0,0,0,0,1
16733,0,0,0,0,1
16747,0,0,0,0,1
16759,0,0,0,1,0
16762,0,0,1,0,0
16773,0,0,0,1,0
16778,0,0,0,0,1
16789,0,0,0,1,0
16795,1,0,0,0,0
16803,0,0,0,0,1
16804,0,0,0,1,0
16820,0,1,0,0,0
16830,1,0,0,0,0
16836,0,1,0,0,0
16842,1,0,0,0,0
16845,1,0,0,0,0
16853,1,0,0,0,0
16864,0,0,0,1,0
16865,1,0,0,0,0
16869,0,0,0,0,1
16872,0,0,0,1,0
16884,0,0,1,0,0
16899,0,1,0,0,0
16906,1,0,0,0,0
16915,0,0,0,0,1
16917,0,0,0,1,0
16925,0,1,0,0,0
16960,0,0,0,1,0
16979,1,0,0,0,0
16993,0,0,0,1,0
16999,0,0,0,1,1
17004,0,1,0,0,0
17006,0,2,0,0,0
17017,0,0,0,2,1
17049,0,1,0,0,0
17092,0,1,0,0,0
17094,0,0,1,0,0
17098,0,1,0,1,0
17114,0,1,0,0,0
17118,0,0,0,1,0
17119,1,1,0,0,0
17121,0,1,0,0,0
17158,0,1,0,0,0
17160,1,0,0,0,0
17162,0,0,0,1,0
17167,1,0,0,0,0
17174,1,0,0,0,0
17179,1,0,0,0,0
17196,0,0,0,0,1
17202,0,1,0,0,0
17209,0,0,1,0,0
17213,0,1,0,0,0
17226,0,1,0,0,0
17228,1,0,0,0,0
17241,0,0,1,1,0
17244,1,0,0,0,0
17256,0,1,0,0,0
17284,1,0,0,0,0
17285,0,0,1,0,0
17298,0,0,0,0,1
17310,0,0,0,1,0
17324,0,1,0,0,0
17326,0,0,0,0,1
17343,0,0,0,0,1
17359,0,0,0,0,1
17379,1,0,0,0,0
17380,1,0,0,0,0
17382,1,0,0,0,0
17385,0,0,0,1,0
17386,0,0,0,1,0
17399,0,0,1,0,0
17419,0,0,0,1,0
17453,1,0,0,0,0
17470,0,0,0,1,0
17471,0,1,0,0,0
17491,0,0,1,0,0
17495,0,0,0,0,1
17510,1,0,0,0,0
17523,0,1,0,0,0
17539,0,0,0,0,1
17566,0,1,0,0,0
17634,0,0,0,0,1
17635,0,0,0,0,1
17636,0,1,0,0,0
17642,0,0,0,0,1
17659,0,0,1,0,0
17666,0,0,1,0,0
17674,0,0,0,1,0
17679,0,1,0,0,0
17699,0,0,0,0,1
17727,1,0,0,0,0
17745,0,1,0,0,1
17771,0,0,0,0,1
17775,0,0,1,0,0
17806,0,0,0,0,1
17847,0,0,0,1,0
17854,0,0,1,0,0
17864,0,1,0,0,0
17893,1,0,0,0,0
17894,0,0,0,0,1
17897,0,0,0,0,1
17921,0,1,0,0,0
17924,1,0,0,0,0
17932,0,1,0,0,0
17934,0,1,0,0,0
17935,0,0,0,1,0
17969,1,0,0,0,0
17970,0,0,0,0,1
17973,1,0,0,0,0
17985,0,0,0,0,1
17994,1,0,0,0,0
17998,0,0,0,1,0
18008,0,0,0,0,1
18019,0,0,0,0,1
18037,1,0,0,0,0
18055,0,0,0,0,1
18061,0,0,1,0,0
18072,1,0,0,0,0
18082,1,0,0,0,0
18087,0,1,0,0,0
18092,1,0,0,0,0
18119,1,0,0,0,1
18123,0,1,0,0,0
18128,1,0,0,0,0
18141,0,0,0,1,0
18151,1,0,0,0,0
18154,0,0,0,0,1
18165,1,0,0,0,0
18176,0,1,0,0,0
18199,0,1,0,0,0
18224,0,0,0,1,0
18245,0,0,0,0,1
18256,1,0,0,0,0
18276,1,0,0,0,0
18279,0,0,0,0,1
18286,0,0,1,0,0
18288,0,0,0,0,1
18300,1,0,0,0,0
18307,0,0,0,1,0
18336,0,1,0,0,0
18343,0,0,0,1,0
18345,1,0,0,0,0
18353,0,1,0,0,0
18376,0,1,0,0,0
18377,0,0,0,1,0
18390,0,1,0,0,0
18407,0,0,0,1,0
18411,0,0,0,0,1
18422,0,0,0,0,1
18435,0,0,0,0,1
18452,0,1,0,0,0
18474,0,1,0,0,0
18475,1,0,0,0,0
18489,0,1,0,0,0
18492,0,1,0,0,0
18503,0,0,0,0,1
18507,0,0,0,0,1
18537,0,0,0,1,0
18540,1,0,0,0,0
18541,1,0,0,0,1
18552,0,0,0,1,0
18562,1,0,0,0,0
18565,0,0,0,1,0
18589,1,0,0,0,0
18606,0,0,1,0,0
18618,0,0,0,0,1
18623,0,0,0,0,1
18633,0,0,0,1,0
18644,0,0,0,0,1
18668,1,0,0,0,0
18680,0,0,0,0,1
18701,1,0,0,0,0
18721,0,0,0,0,1
18729,0,1,0,0,0
18732,0,1,0,0,0
18737,0,1,0,0,0
18745,0,0,0,0,1
18752,0,0,0,1,0
18774,0,1,0,0,0
18814,0,1,1,0,0
18838,0,0,0,0,1
18847,1,0,0,0,0
18850,0,1,0,0,0
18864,0,1,0,0,0
18869,0,0,0,0,1
18895,0,1,0,0,0
18899,0,0,1,0,0
18913,0,1,0,0,0
18932,0,0,1,0,0
18935,0,0,0,1,1
18937,1,0,0,0,0
18951,0,1,0,0,0
18964,0,0,0,0,1
18969,0,1,0,0,0
18992,0,0,1,0,0
18998,0,0,0,1,0
19001,0,0,0,0,1
19009,1,0,0,0,0
19023,0,0,1,0,0
19025,1,0,0,0,0
19033,0,0,0,0,1
19038,0,1,0,0,0
19043,0,0,0,1,0
19045,0,0,0,1,0
19051,0,1,0,1,0
19063,0,0,1,0,0
19079,0,0,0,2,0
19114,1,0,0,0,0
19117,0,0,0,0,1
19120,0,0,0,1,0
19133,1,0,0,0,0
19144,0,1,0,0,0
19158,0,1,0,0,0
19163,1,0,0,0,0
19164,0,0,0,1,0
19174,0,0,1,0,0
19211,0,1,0,0,0
19218,0,0,0,0,1
19234,0,0,0,1,0
19236,0,0,0,0,1
19239,0,1,0,0,0
19249,1,0,0,0,0
19252,0,1,0,0,0
19255,0,0,0,0,1
19257,0,0,0,0,1
19270,0,0,0,0,1
19281,1,0,0,0,0
19308,0,1,0,0,0
19325,0,0,0,1,0
19327,0,0,0,1,1
19329,1,0,0,1,0
19332,0,0,0,1,0
19343,1,1,0,0,0
19352,0,1,0,0,0
19382,1,0,0,0,0
19390,0,1,0,0,0
19397,0,0,1,0,0
19401,0,0,0,0,1
19405,0,0,1,0,0
19407,0,0,1,0,0
19409,0,1,0,0,0
19424,0,0,1,0,0
19425,0,0,0,0,1
19442,0,0,0,1,0
19451,0,0,0,0,1
19453,0,0,0,0,1
19454,0,0,0,0,1
19468,0,1,0,0,0
19474,0,0,0,1,0
19476,0,1,0,0,0
19487,0,0,0,0,1
19488,0,0,0,0,1
19508,0,0,0,1,0
19516,0,0,0,1,0
19519,1,0,0,1,0
19525,1,0,0,0,0
19534,0,0,0,0,1
19544,0,0,1,0,0
19558,0,1,0,0,0
19567,1,0,0,0,0
19586,0,0,0,1,0
19594,0,0,0,0,1
19611,1,0,0,0,0
19618,0,0,1,0,0
19636,1,1,0,0,0
19643,0,0,0,1,1
19651,0,0,1,0,0
19654,0,0,0,1,0
19656,0,1,0,0,0
19658,0,1,0,0,0
19662,0,0,0,1,0
19676,0,0,0,0,1
19688,0,0,1,0,0
19702,1,0,0,0,0
19713,0,0,0,0,1
19721,0,0,0,1,0
19727,0,0,0,1,0
19740,1,0,0,0,0
19807,1,0,0,0,0
19812,0,0,1,0,0
19846,0,0,0,1,0
19847,0,0,0,1,0
19880,0,0,0,1,0
